Category,ProcessedText,SpeakerDialect
اطفال,الله يحفظه لنا,Najdi
كوميدي,لا تفتح الكتاب ولا تقراه,Najdi
درامي,واكد ناصر,Najdi
درامي,غيرواضح اتحمل على شانو,Khaliji
درامي,احمد عيب اخوك الكبير,Najdi
اطفال,ايش دا اللي انتو بتسووه يا ولد ها ما تستحوا,Hijazi
درامي,زين قلت اله,Hijazi
اطفال,المواقف الحرجة هي اكثر المواقف اللي نحاول نتفاداها بحياتنا لانه بكل امانة ماحد يضمن كيف ممكن تكون ردة فعله او طريقة تصرفه بذيك اللحظة يتطلب حسن التصرف في المواقف الحرجة او المفاجئة حتى الكثير من الدقة في التصرف والترقب وكمان الحذر لانك لما تكون,Najdi
درامي,الحمد لله,Najdi
درامي,الحمد لله بخير,Hijazi
اطفال,يمكن يخفف عني الحكم,Hijazi
كوميدي,الله ما يسلمك يا ابو سعد عز الله انكم كفيتو ووفيتو بس ما ودنا تطولون علينا على شان ودنا نبشر ام احمد بعد,Najdi
درامي,وانا وسلطان حقيقة ما تركنا جهد,Najdi
كوميدي,نروح نروح نشوف البيت ونحدد نشوف البيت ونحدد يا اخذناه يا ما اخذناه,Khaliji
كوميدي,تنحاشون من المدرسة,Hijazi
كوميدي,يقال اقولكم اذكر اننا مطوع,Khaliji
كوميدي,لاتستهبلين على امي لاني اعرفك زين لابغيتي تسوي نفسك هبلا,Najdi
اطفال,من نتائج التحقيقات اللي انا كلفت ان انا اسويها اتضح انه ما في غير اعتراف الطباخ وبس وللاسف ما في اي دليل يثبت او يؤكد صحة كلامه وفي نفس الوقت ما قدر يثبت انه مستبد وفتنة هم اللي حرضوه على شان يحطوا السم في طعام مستنير وفي نفس الوقت ما قدر يثبت انه مستبد وفتنة هم اللي اعطوه المال عشان يرتكب جريمة,Hijazi
كوميدي,بديرة بطاح والله ما تمشي دايما الخروف مطاع,Hijazi
درامي,لطيفة,Khaliji
كوميدي,اسمعني يا ولدي يا ولدي اسمع الكلام اللي قلتلك هو لا تفتح اي موضوع اخر ارسل الفلوس باسرع ما يمكن ولا تدري امك على الموضوع هذا اطلاقا ولدك في وضع حرج جدا جدا جدا,Najdi
اطفال,حريص اني ما اخالف القانون,Hijazi
اطفال,يعني ايه مراقبين ومراقبين من مين,Hijazi
كوميدي,كده,Najdi
كوميدي,انتي عزيزة وغالية علي,Najdi
كوميدي,ايوه يا رحمة,Khaliji
اطفال,هيثم ساب المراية وبيدور في الغرفة النظر بالمراية طول الوقت حتى لو يعزز ثقته بنفسه,Najdi
اطفال,طيب هو من الديانة انت متاكد انو من الديانة,Khaliji
اطفال,على العموم انا موافق انكم تشتغلوا معايا,Khaliji
اطفال,و يعني ابغى اسالك كم سؤال لو تسمح اتفضل,Hijazi
درامي,حبيبي,Hijazi
اطفال,سليم ولا سلامة,Najdi
اطفال,لا ماني عارف,Hijazi
اطفال,ونحنا كمان لازم نلاقي طريقة نلاقيها الخريطة من غير ما يلفت النظر,Khaliji
اطفال,ناجي اخويا عنده عنده خلل عقلي بس بس هو صدقوني كويس عمره ما اذى احد وهذا اللي يخليه ماله احقية في البيع والشراء وما اقدر اتحكم في فلوسه,Hijazi
درامي,مع السلامة,Hijazi
كوميدي,يعني ايش تبيني اسوي ان شاء الله,Khaliji
درامي,نجح وش اصاب والله ايش اسوي الرجال صلاح صيني ده ديه ديه ما خلى لي مخرج ولا مخر ج عشان علي كلش جاك طار الفرس والحصان هاهاها,Khaliji
اطفال,والمهم ان عدد الاخوة وزملائي المجانين يكتمل وبعدين مو مهم ما حد يسال انت مين وولد مين,Najdi
درامي,يعني مين,Hijazi
كوميدي,اخ اخ عمود ماما ماذا تقول غيرواضح,Najdi
كوميدي,اطمئني يا خالة,Khaliji
اطفال,فينها,Hijazi
كوميدي,كفو والله كفو,Najdi
كوميدي,الطاقة الطاقة هي الشباك وانواعها نوعان في طاقة المونيوم وفي طاقة خشب,Hijazi
اطفال,والله ما ادري يمكن مشغول,Hijazi
درامي,لا بد تكون امورك كلها تمام التمام يا عثمان,Khaliji
درامي,في حياتك يا امي بس يلا على يدك,Hijazi
اطفال,كيف يا بابا فرحان,Hijazi
درامي,خلاص,Khaliji
اطفال,رقم اثنين,Najdi
اطفال,ها طمني,Najdi
اطفال,كل طموح,Najdi
اطفال,زائد اثنين,Najdi
كوميدي,اسمعني ارجوك,Najdi
كوميدي,غيرواضح لنا يومين,Najdi
كوميدي,اصير مثل غار من الشيوخ,Najdi
كوميدي,وه وه و,Hijazi
درامي,ايه كنت قاعدة اقرا كتاب و يعني,Hijazi
اطفال,نعم يا بابا فرحان بصراحة زي العادة ما في يوم يجلسوا فيه يوم كامل,Hijazi
اطفال,تمام الحين نعكسها,Najdi
درامي,خالد لا يكون انت اللي طارده,Khaliji
كوميدي,شفيك ليش فضحت خليفة مع اهلك ها,Hijazi
درامي,خلاص يا حبيبي سامحني و و ود ودي اشتغل على نفسي واتغير كمان احسن ليش لا,Hijazi
كوميدي,تاخذين مصاقيل,Hijazi
اطفال,ايوة,Najdi
درامي,جهك احمر وعيونك منتفخة كل هذا تبكين,Hijazi
كوميدي,الا بالعقد بالعقد الا عندي انا عندي هذا بال شو اسمه بس,Khaliji
كوميدي,طيب كم تكلف شغل اليد,Hijazi
درامي,وتقدر تجون وتشوفونه في اي وقت تحبوا,Najdi
درامي,خلاص اذا ما لقيتيها بغرفة الخدامة راح ادور غرفة الحارس والسواق,Najdi
كوميدي,مرزوق مرزوق لا تحاول تفهمني غلط يا اخي,Khaliji
كوميدي,لقيته,Hijazi
اطفال,الحاجة الاولى ال غيرواضح التجربة العمياء وحاجة ثانية سواها في غيرواضح ان شاف ان السكر تحول غيرواضح الحيواني صح,Najdi
اطفال,صوتك حلو جدا ودايما ام البنات محظوظة فيهم,Najdi
اطفال,شكلها اللستة طويلة,Najdi
كوميدي,كلش الا اروح معاك لذا الزواج,Khaliji
درامي,اقول بالنسبة للخصم اللي صار للفراش ها,Hijazi
كوميدي,عشان كده,Najdi
اطفال,ايوه طبعا طبعا,Najdi
درامي,انا قلت لك طال عمرك خلص سلطان علي,Khaliji
اطفال,صباح الخير,Najdi
كوميدي,ام هذا ما هو الرحمة يا عم خلف مهر الرحمة ايه,Khaliji
كوميدي,اكمل الفراغ التالي,Hijazi
اطفال,الله يعوض عليك يا جدو سرحان في المبلغ,Najdi
اطفال,اولادك باذن الله خلال يومين رح يكونوا قاعدين هنا قدامك صحيح ايوا صحيح تعني ومستعد,Khaliji
اطفال,يعني نصف راتب تقريبا,Hijazi
اطفال,جيب الشوكة,Khaliji
كوميدي,ايش شايف نفسك انت بيريقبسن,Khaliji
اطفال,ريحتها مو حلوة اشلون تعطيني وراها وردة,Najdi
اطفال,انا واعي جدا لكل كلمة بقولها,Hijazi
اطفال,ليش تجلس عليه,Najdi
كوميدي,على هذا الخشم,Najdi
درامي,كان على الاقل اعلن زواجه منها وبعدين طلقها,Najdi
درامي,ابن فهره انت متعب ليش,Khaliji
درامي,اه ابوك,Khaliji
اطفال,يا ساتر يعني زعلت,Hijazi
اطفال,السلام عليكم,Najdi
اطفال,بصراحة انا يعني انا لو عندي كان يعني ما قصرت عليك لا,Najdi
درامي,محمد انت كنت بتقول شي,Hijazi
درامي,كيف اشتقصد,Hijazi
اطفال,معنى انت اللي,Khaliji
كوميدي,وش فيها المكافاة شيتا الضبطية اللي مسكناها,Khaliji
كوميدي,عموما انا بحاول بس لاجل عيونك لكن بشرط اشرط,Khaliji
درامي,ظلمته في اللي سويته معاه,Hijazi
كوميدي,انا اللي اقول في المنطقة ذي,Najdi
درامي,طيب طيب,Najdi
درامي,تجيب سيرة لخطتك انت و حمدون اللي سويتوها عشان تستولون على اسهم الشركة سيرتي هذه لو جبتها في تحقيقات مقتل عمي تروح فيها انت و حمدون حقك لا مو بعد بعيد انتو اللي مسوينها انت مجنون ولا ايش,Khaliji
كوميدي,راسي بينفجر يا بلوزر,Hijazi
اطفال,افكار كثيرة في بال عبد الله الحين ولاحظنا انه بردان شوي وهذا دليل على بعض الخوف والتوتر اللي يعيشه الحين صح انه مرة مستغرب,Najdi
درامي,تبي شي يا عمتي,Khaliji
كوميدي,انا ما عليه من احد فيهم ما عليه من احد بعدين لعلمك هذه يا اخي ماني طبيب علشان اعالج امي في المستشفى,Hijazi
درامي,ها انت تجننت ولا صاب عقلك شيء,Khaliji
درامي,نوف وافقت,Khaliji
درامي,مو جيني نوم,Hijazi
كوميدي,لكن ما عليه انا عتيج,Najdi
درامي,انا هاهاها انا خلاص,Najdi
كوميدي,بعدين يما كل شهر انا اعطيكم سبعمية ريال من راتبي اللي يبقى من راتبي يا يمه ما يكفيني حتى حق فطور عند البوفيه,Khaliji
اطفال,انا,Khaliji
اطفال,صبحك الله بالنور يا شيماء,Khaliji
درامي,مو كثير,Hijazi
اطفال,كله صح ما شاء الله تبارك الله الصورة اللي بعدها,Najdi
كوميدي,يا الله يا كريم,Khaliji
اطفال,استاذ هيكل,Khaliji
اطفال,وقتلته,Hijazi
اطفال,واخذ الفرق,Khaliji
كوميدي,ا ه عشان انا وصديقاتي,Hijazi
اطفال,صدقني يا بابا فرحان صدقني ما في غير الكلام اللي انا قلت لك عليه المصارحة مع جدو سرحان وبس,Najdi
درامي,معقولة يا صاحبي,Hijazi
كوميدي,ايش صار في قناة مسرحنا في اليوتيوب,Hijazi
درامي,وجدي هذا وعصابته مو براضين يركضون ابد سائرين مثل المناشير,Najdi
كوميدي,اي غشيتيني,Khaliji
اطفال,فكرهم ايش جايين يسووا,Hijazi
كوميدي,عديم الاخلاق والتربية والتعليم,Hijazi
درامي,بس بس انا اعرف عمج زين اعرف عمج زين عمج يهبل كل الناس يهبل كل الناس,Najdi
اطفال,تبي ءءاسود والا احمر والا ايش,Najdi
كوميدي,تكلمني,Hijazi
درامي,لو سويت الاعيبك هذه مرة ثانية انا لا يمكن اساعدك,Khaliji
كوميدي,صقر يشتغل على البانوش على الاقل يساعدنا بكم قرش بانوش هذا مال بوتش,Najdi
كوميدي,انا صاحي نام,Hijazi
درامي,وختامها صلاة ربي دائما وسلامه دوما على طه ابي قاسم,Hijazi
كوميدي,هذا بيتنا ولا دوني في فيلم هندي عصابة مسوينه,Hijazi
اطفال,وفزت عليك نشوف والله,Najdi
اطفال,طول عمرك اصيل,Hijazi
درامي,يعني شلون,Khaliji
كوميدي,ها قرب ها شوف دقيقة اقول قرب لا الحين اقلبك خميس والدليل انه كذاب يعني كذاب ولا مانت كذاب كذاب كذاب ليش لانه اسمها لاس فيجاس مو لوس فيغس ادري انه النطق عندها مو صح يعني هذا دليل يثبت عليه و عندنا دليل عندنا دليل يثبت على هذا الكلام يصب لنا القهوة في استراحة شوف شوف هذه هو يصبلنا القهوة في الاستراحة هذي وهو يعصر الاسفنجة يعني مذلول مذلول واضح انه شغال,Najdi
كوميدي,لا لا لا قله سالم سالم لا لا ارجع اتصل عليه,Khaliji
درامي,خلاص,Hijazi
كوميدي,ايش يعني,Khaliji
اطفال,ضغطك اجاباته دائما جاهزة بالوقت المناسب والمعلومات المناسبة,Najdi
درامي,طيب و ليه ما رحت مع الدكتور عبد الرحمان بعد الاجتماع,Hijazi
اطفال,سمعت اللي انا سمعته,Najdi
اطفال,هاه هاه سووها عيد وسعيد مرة تانية,Hijazi
درامي,يعني شلون اخليكي بروحك وما اطالعك هالكلام الغريب اللي قاعدة تقولينه,Najdi
اطفال,لا ما هو قصدي بس انا طول عمري بالنسبة له الام والابو معا,Hijazi
درامي,هاي عيالي قولوا يبا احمد سعود قولوا,Khaliji
درامي,اسمع يا مصطفى,Hijazi
درامي,على العموم تاكد من شي واحد ابوك سعد ولدي وانا عارف معدنه وعارف انه بيرجع ان شا الله,Najdi
اطفال,العمال اي احد يا حضرةالضابط اي احد بس بابا فرحان مستحيل اصدق الكلام ده مستحيل,Hijazi
درامي,ليش سويت بنفسك ليش بحق ليش سويت كده يا محمد هاهاها ليش سويت بنفسك كذا يا ولد امي وابوي هاهاها,Khaliji
درامي,المفروض انكم تقعدون معاه و تواجهونه بالموضوع,Khaliji
اطفال,فرحان انا ليا طلب,Hijazi
كوميدي,لاني خايفة عليك يا سويلم,Hijazi
كوميدي,طيب متاكدين ما سرق منكم شيء,Khaliji
كوميدي,يلا ياامال اسودعتك الله ايوا,Hijazi
كوميدي,عساكم ان شاء الله مرتاحين,Khaliji
درامي,مو المهم اللي تجمع لاولادك,Khaliji
اطفال,ايش اه,Hijazi
درامي,دائما الاخبار الطيبه من الوجيه الطيبه انتي وجه الخير طول عمرك,Hijazi
اطفال,ان شاء الله نقول كذا في المستقبل حيكون تميم الزهراني اديب,Najdi
درامي,طب الحمد لله ا هو البلطو كان في حاجة كده انت لقيتها,Hijazi
اطفال,انا راح اجيكم,Hijazi
درامي,انا عاوز قدر المحشي اللي لي ثلاث ايام اسمع عنه ولا شفته,Khaliji
كوميدي,سم طال عمرك,Hijazi
درامي,لكن لو انه ما نسي الماضي ولسه فاكره,Hijazi
كوميدي,صباح يا حمود,Hijazi
كوميدي,شميلة شنو بتطبخين لنا اليوم هم مجبوس بعد ذبحتيني كل يوم مجبوس مجبوس,Khaliji
اطفال,طبعا الصغيرة هي اجراء من الكبيرة فلازم تجرب هي بعدين تعطي الكبيرة,Najdi
درامي,بس ممكن تقولي عشان مين,Khaliji
اطفال,انا كنت فاهم اللي انت بتسوه عشان كده ما كون بناقشكم فيه انا كنت بناقشكم بس عشان لازم تغير وسياسة المركز ده لكن ما في فايدة البروفيسور كان دائما يقلل من شاني,Khaliji
كوميدي,لكن فعلا,Khaliji
اطفال,اوامرك عمي مرحبا امر امر مرحبا,Najdi
اطفال,يلا قدامي على المطعم يلا,Khaliji
اطفال,يا ولدي يا فرحان علم ايش اللي انت تكلم فيه تناقش مين وتتكلم في ايه هذي ايش فهمها في العلم,Khaliji
درامي,الحمد لله بيطلع الليلة الحمد لله,Hijazi
كوميدي,اقول هذا كله من ذوقك من ذوقك انتي وابوكي اللي راسلين محل ذهب لا بعد من زين الطبايع مجمع لي كم مكنسة وكم زولية ويقول اسطول جديد مكنة ستار هين اوريكم شغلكم,Najdi
كوميدي,ولا يهمك يا ابو سحب اعتبر المبلغ عندك بعدين انصحك نصيحة يا خويا فؤاد اذا ما وراك لا شغلة ولا مشغلة ولا التزامات وديون اشتغل تاكسي ترى ما هو عيب,Hijazi
كوميدي,استغفر الله العظيم يا اخي استغفر الله العظيم واتوب اليه,Khaliji
اطفال,اذا كان صوتي حلو ولا لا وتاني مرة انا اقول لكم شكرا لحضوركم,Hijazi
درامي,هذا انتي شفتي بنفسك يا امل اخوانك,Hijazi
كوميدي,ايش هذا خرجتي طيب انا اوريك,Hijazi
درامي,برضو انتظر فيصل ياخي انتي ما تتعبي من ورا الرجال,Hijazi
درامي,الله سبحانه وتعالى,Najdi
درامي,في شيء,Hijazi
كوميدي,كل تبن وعام الف,Hijazi
اطفال,وليش تاخر,Khaliji
درامي,يا بنت الحلال احنا ليش ندخل نفسنا في السخافات و نوجع راسنا فيها ليش,Hijazi
درامي,وبتعلمها,Hijazi
درامي,لكن الايام القادمة بتوريك السبب الحقيقي للكلام,Khaliji
كوميدي,بس ايه هذا صغير علي صغير كثير يا منصور,Najdi
اطفال,امم,Najdi
اطفال,عجيب,Hijazi
كوميدي,موجود موجود هذا هو موجود ان شاء الله لحظة لحظة,Najdi
كوميدي,رحمة بنت لعب,Hijazi
اطفال,خلاص امرنا بالتحقيق شامل للقضية الشائكة هذي,Khaliji
اطفال,الله يستر عليك,Najdi
درامي,الله يريح الخواطر ويهدي الجميع يا حسن يا ولدي,Khaliji
اطفال,اهلا وسهلا اهلا وسهلا يا هلا يا هلا يا هلا يا هلا يا هلا البوي البوي البوي اهلا وسهلا اهلا وسهلا الله الله ايش هذا في سيارات طاحت تعال تعال يا هلا الله جاهزين جاهزين يا مرحبا يا مرحبا هاهاها,Najdi
اطفال,اتفضل,Khaliji
درامي,احد قال لك اني اشتغل بالدالة عند خالتك ام محمد,Najdi
كوميدي,شلون ما في معلوم مايقرا توه تقول انا في معلوم يكتب عربي كويس,Hijazi
درامي,بلا خلاص بلا نفاس خلينا نحط النقاط على الحروف,Hijazi
كوميدي,لا يا طويل العمر لا يا طويل العمر انا خلاص خلاص صدقني واللي تقولون عليه ابغى اسويه ايه بس الله يطول عمرك يا حضرة المراقب افتحوا دكاني بسرعة,Khaliji
كوميدي,طالعلي,Hijazi
كوميدي,وذاك العامل اللي ماسكينه معهم اللي ما عنده كفيل مو مضيفينه عندكم انتم,Khaliji
درامي,الواحد يعيش عمره كله يحاول يسوي الشيء الصح,Hijazi
كوميدي,ياخوي ذا الورع اقوله جيب الريموت يقول بعيد,Najdi
اطفال,طيب ليه ليه ما قال الكلام هذا,Hijazi
اطفال,بالضبط,Khaliji
اطفال,بتعرف ايش بداخلة كيف يفكر بصراحة كان رائع جدا,Najdi
كوميدي,طيب يا محمد,Hijazi
اطفال,ما تتخيل قد ايه يا بابا قاعة حديثة ولا في الاحلام,Hijazi
كوميدي,خلاص الموضوع هذا اخذ اكبر من حجمه ما نبغى نتكلم فيه ابدا مفهوم مفهوم,Hijazi
درامي,سويلي نشره باسماء رضوان وجاد وسلطان وصورهم ووزعها في كل مكان ايوه حتى على وسائل التواصل واي احد يساعد سلطان راح يتحمل مسؤولية كبيرة مثل ما سوى رضوان وجاد يلا بسرعة,Khaliji
درامي,الله يشفيني شرهم وشر مخططاتهم ويكفيني شر افكارك السودا معهم,Najdi
اطفال,ايهح ربنا يفتحها في وجهك يا ولدي,Hijazi
كوميدي,اللوحة كبيرة اي احد يقدر يشوفه,Hijazi
اطفال,هالحين ميقو عرفنا اسمه هو الطير اللي مات ايوه ميقو ميقو ايوه,Hijazi
اطفال,بس انا ليا شروط علشان يكون اللعب نظيف زي ما بيقولوا,Khaliji
كوميدي,شفت السناب اللي ارسلته,Najdi
كوميدي,شو عاصي ها ها ها انت قاعد انا اللي قاعد ااه ادابج انا من البحوث وذهب تيجي تاخدها بارده مبرده ما شاء الله عليك تليفونات و والكهرباء وبيتي وقاعد وباس رح بلاش خلص اذا الدعوة فيها فيفتي فيفتي خمسين في المية هنا اذا ربحت وانت خمسين في المية اتفقنا وخلص وهذي اختي شاهدة,Khaliji
اطفال,وكان يعرف منصور من اول وقفوا اللص وحكى له القصة كلها وطلب منه يسمعها,Khaliji
كوميدي,سمي طال عمرك,Hijazi
كوميدي,اذا تعال انا اقولك ايش تسوي قرنبيط,Khaliji
درامي,لا ما ادري,Khaliji
اطفال,انا بقول ما اقدر اواجه التكنولوجيا الي عندكم,Khaliji
اطفال,لوحتين,Hijazi
اطفال,لمن يرجع للقريه اذا كان كلامي هذا ما هو صحيح يا سيدي وقتها يسوي اللي يبغاه فيا,Khaliji
اطفال,وربنا يستر علينا بمستشار فتح بابا فرحان اللي راح يساعدكم في كل الامور ولازم يكون اول قرار تعيين لكم هو قرار تعيينه مستشار خاص لكم,Najdi
كوميدي,شفت الخبل هذا شفت الخبل الواصل وش يسوى يبغى يحرمني من طويلة العمر,Khaliji
كوميدي,فوزي ااه يا فوزي اهه يا فوزي منقار مدينة عنا باموت اربعطعشر الف ريال كل الورث اربعطعشر,Khaliji
كوميدي,جايبين لي الضغط,Khaliji
اطفال,الناس اللي في بيت بابا فرحان,Hijazi
كوميدي,وانا في ديرة واهالي في ديره,Najdi
كوميدي,يمكن اقدر اغير شي في,Khaliji
اطفال,جهزنا غرفة الاختبارات واللي قلنا للاطفال انها غرفة انتظار بيستنوا فيها دورهم في تجربة الاداء باكثر من تسع كاميرات يقدروا الاهل من خلالها يتابعوا تصرفات وردود فعل اولادهم خلال التجارب والاختبارات,Najdi
اطفال,شوف يا مسعود شوف,Khaliji
اطفال,واخذ المال ويتناقس شيئا فشيئا,Khaliji
كوميدي,موب اول مرة تجوع وانا ابوك,Najdi
كوميدي,اتركهم و اللي ما يعرفك ما يثمنك,Hijazi
درامي,الله يزيد فضلك شكرا,Khaliji
اطفال,جايز يكونوا ضيوف,Hijazi
اطفال,غيرواضح الحمام,Najdi
اطفال,ولا كلمة,Hijazi
درامي,ما ظنتي منيرة تطيعه,Khaliji
درامي,اعرفها طبعا اعرفها كل شئ في وقتو,Khaliji
كوميدي,الموافق حزيران تموز ستردي,Najdi
كوميدي,تعرف لا والله ما ما ما ما,Khaliji
كوميدي,الله يس,Hijazi
اطفال,عبد الله شكرا لك كنت مثال للطفل المميز اللي يساعد الغير ويتنازل عن الاشياء اللي يملكها او تكون له في موقف معين عشان الاشخاص اللي اكبر منه بالسن وهذا الشيء اثنت عليه ماما كمان,Najdi
اطفال,زائد واحد,Najdi
درامي,ورح يعرف ان هاللعبة ضد سالم عشان تتخلص منه وبكذه يكون كل اللي سويناه,Najdi
اطفال,الكلام خلاص انتهى,Hijazi
درامي,تسالين عنه,Khaliji
درامي,انتم فهمتم المسالة يوم قمتم تردحولي انا ما وريتكم الجواب,Najdi
كوميدي,يا عيال يا عيال عطوني,Khaliji
درامي,بس اكيد ماتت بسبب مرضها,Najdi
كوميدي,اه مفاهيم ما في كلمة غريبة على مجتمعنا يدخلها هذا وامثاله,Hijazi
كوميدي,يمه انا رجعت من المدرسة ما شفت عمي خميس رجع,Khaliji
اطفال,افهموني انا لازم كمان اروح احضر جلسة غد الجزيرة وام الخير لسه قدامها شوية عالبال ماتفوق,Khaliji
درامي,امرك,Khaliji
كوميدي,ما يفهمون,Najdi
كوميدي,يا طويل العمر الحياة يبيلها واحد يكون مرن,Hijazi
درامي,اللي يعطي ابوي ما يندم,Khaliji
اطفال,الراجل بيقول انه هذي اول مرة علي بابا يغيب فيها عن السوق اذا اكيد يا بابا دخل المغارة واخذ الكلب وراح عبيته دحين,Khaliji
اطفال,وهذه ام الخير جينا هنا للجزيرة علشان ندورعلى سندباد البحري,Khaliji
كوميدي,اعوذ بالله من الشيطان هذه والله البلشة,Khaliji
كوميدي,المهم الحق علينا يا عبد الرحمن انا ابي حقي ولا ترى اسوي شي ما يسرك,Hijazi
كوميدي,البنت دايبه في دباديبك هاهاها,Najdi
اطفال,اولادي موجودين برا ممكن تطلبون تسالوهم,Khaliji
اطفال,صدمتك متعمد عشلن تفوق,Najdi
درامي,وان شاء الله ان شاء الله الله قادر ينتقم منهم وياخذ حقي,Khaliji
كوميدي,اقول يا ابو الشباب اثنين مراكي قاعدين قدامك حمارين تايهين في الصحرا ياخوي نعرف كل شي ترى نفهم حنا,Najdi
اطفال,اوبا ايوة الشيفرة الخاصة,Khaliji
اطفال,انت مبسوط بنفسك وبالدكتور جاي تصلح نفسك اوقف هالناس يا اخي انت وهو اسا موقفين يلا دكتور جاي,Najdi
درامي,ما تعرف عنها اي شيء,Hijazi
اطفال,اذا خلصنا من مستفيض رح يجينا حكيم جديد على الاقل هذا عارفينه,Khaliji
درامي,اه ليلى,Hijazi
درامي,تتصل فيه,Khaliji
كوميدي,هلا هلا هذا الولد,Najdi
كوميدي,لاا,Khaliji
كوميدي,هاهاها يلا بعت,Najdi
اطفال,الحقيقة,Hijazi
اطفال,خله ما شاء الله تبارك الله طيب انا والله كثير يعني كنت مستانس ولا حبايبنا المشاهدين مستانسين العبقري الصغير شاب العبقري الصغير سلطان وشهاب وشكرا جزيلا يعطيكم الصحة و العافية هذه شهادة شكر وتقدير من برنامج العبقري الصغير,Najdi
كوميدي,جدولنا معفوس عفيسة تشنه بيتنا يلا,Khaliji
درامي,هذي تجيب الماء الحار,Khaliji
درامي,ما راح اوافق عليه ابد,Khaliji
كوميدي,ايش ايش انا ما اسمع,Hijazi
كوميدي,هلا بك والله في عالم المخدرات والتهريب والحين واحد منا,Najdi
كوميدي,هيثم عمره عشر سنوات بس الحقيقة ولد عفريت عفريت شقي شقي جدا,Najdi
اطفال,اسوي مع الاخ هذا شو اسوي وياه,Najdi
اطفال,الو ايوه مين معايا عم حيدر كيف حالك,Hijazi
اطفال,المهم يا عم زكي احطاب طلباتك ايه,Khaliji
درامي,لسببين الله يطول لي عمرك صفاء هذه مع احترامي الشديد لها تصرفاتها,Khaliji
درامي,بكم يا عمي ما هو انا لازم اكسب يعني انا خسرت كل شيء ولكن لكن فايزة فايزة لا يا عمي لا فايزة ما استغنى عنها يا عمي ها فايزة ما استغنى عنها,Hijazi
درامي,نجاح,Najdi
درامي,كل مرة يجيي كل مرة يكلمنا كل مره يتصل بالتليفون بس هالمرة ما اتصل,Khaliji
كوميدي,لاحول ولا قوة الا,Hijazi
درامي,نوف حامل يمه,Khaliji
درامي,البركة في الاستاذ بكر,Khaliji
اطفال,لازم اكون احلى واحدة في الجزيرة,Khaliji
اطفال,ميكرو ربسر اصغر ديناصور ميكرو ربسر,Najdi
درامي,الله يسلمك يا خوي,Khaliji
اطفال,انه يعيش يبني امجاده ويبقى مصيره دايما ليكم اهلا بيكم اهلا بيكم,Khaliji
درامي,طول راسك يابس ولا تنازلين عن حقك,Najdi
اطفال,انت تبغى تشوف الطريقة اللي انا افكر فيها,Khaliji
كوميدي,بنت العسل بنت العسل ما غيرها,Hijazi
كوميدي,ايه هين,Hijazi
اطفال,رايح تروح الفرصة على القرية لان وان ما راح يخرج للكنز,Khaliji
درامي,انا والله,Najdi
كوميدي,اخوي عتيج,Khaliji
درامي,هلا فاطمة شلونك,Najdi
درامي,وترى يوم الخميس بنروح كلنا لبيت ابو مازن ونخطب لك هيفا مثل القمر ما شاء الله نخطب وفاء لاحمد,Khaliji
كوميدي,وراسه مكسور,Khaliji
كوميدي,فيصل اشتبي فيصل خلي القرد عنك واسمعني انا تدري شو اللي ينقصني عشان تكتمل التجربة واقدر اجرب تيار كهربائي ابي تيار كهربائي بس تيار كهربائي,Khaliji
درامي,لا لا ما في شي بس حاسس اني تعبان ما اقدراشتغل,Hijazi
كوميدي,يا اخي زملائك هم اللي قالوا لي,Najdi
درامي,ايوه ابصمي,Najdi
اطفال,شايف يا مفيد,Hijazi
كوميدي,دلخ ثلاث ستات ا ا دلخ ثلاث ستات,Najdi
اطفال,انا ناقص كمان مشاكل ام الخير,Hijazi
اطفال,ابغى اكل جيعان,Najdi
كوميدي,المهندسين المهندسين انا انا حاطهم هنا المهندسين,Najdi
كوميدي,ما ادري يا رقية اش الي فيني,Najdi
اطفال,غيرواضح وهذه لي الاكل الاكل اللي تاكله نسب صغير مرة وبعدين يعطي هذه الاكل للجسم عشان يصير عندك طاقة غيرواضح يعني هذي للاشياء اللي قطعت قطعتها غيرواضح تاخدها وتعطيها للخلايا عشان يكبر ال الجسم اكبر واكبر اكثر بس يكون في,Hijazi
كوميدي,انت يا خليفة,Hijazi
اطفال,بسم الله يلا الله يحفظك اثنين وعشرين,Najdi
درامي,بين نتكلم الحين,Hijazi
اطفال,شوف كذا,Najdi
كوميدي,من بعد ما مات ابوي,Khaliji
درامي,انا عارف يا عمتي انك مشتاقة يكون عندك طفل تلاعبينه وتكبرينه و تحرسينه,Najdi
اطفال,حسابنا بعدين يا جحا خلينا نكمل الاجتماع الاول,Hijazi
اطفال,بس هذا ظلم,Najdi
درامي,ايش فيها خالتي يا فيصل,Khaliji
كوميدي,يا عيال ياقوت,Khaliji
اطفال,صدقيني يا تمورة صدقيني حطيها بين الاكل ولا تقولي لهم انه هذي طماطم للزينة ان كان ما يقولوا ان الاكل حيطلع احسن من كل يوم ما اكون,Hijazi
اطفال,تصدق,Khaliji
درامي,بس يبا خلاص شبعت,Khaliji
درامي,علشان تكمل الخطة و انفرد فيك يا ابو مسامح,Najdi
درامي,الشايب شفته,Hijazi
اطفال,لما نشوف خيرة الايام الجاية,Najdi
درامي,بالعكس,Najdi
درامي,اللي يشهدلك فيها ابو مسامح ماه عبقرية فذة,Hijazi
درامي,كلمت عبد الله,Khaliji
